"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","has_company","has_agent","adr_win","lead_time_win","stays_in_week_nights_win","stays_in_weekend_nights_win"
"Resort Hotel","0",4,2016,"May",19,2,1,3,1,0,0,"BB","NULL","Corporate","Corporate","0",0,1,"A","C",0,"No Deposit","0","62",0,"Transient",42,0,0,"Check-Out",2016-05-06,"Yes","No",42,4,3,1
"Resort Hotel","0",118,2015,"July",27,1,4,10,2,0,0,"BB","NULL","Direct","Direct","0",0,0,"E","E",3,"No Deposit","0","0",0,"Transient",80,1,1,"Check-Out",2015-07-15,"No","No",80,118,10,4
"Resort Hotel","0",1,2016,"September",39,22,0,1,1,0,0,"BB","PRT","Direct","Direct","0",0,2,"A","A",0,"No Deposit","0","51",0,"Transient",80,1,3,"Check-Out",2016-09-23,"Yes","No",80,1,1,0
"Resort Hotel","0",32,2015,"September",37,6,2,4,2,0,0,"BB","PRT","Direct","Direct","0",0,1,"D","D",1,"No Deposit","0","0",0,"Transient",129.5,1,2,"Check-Out",2015-09-12,"No","No",129.5,32,4,2
"Resort Hotel","0",137,2016,"September",37,4,2,3,2,0,0,"BB","PRT","Direct","Direct","0",0,2,"E","E",3,"No Deposit","0","0",0,"Transient",171,1,3,"Check-Out",2016-09-09,"No","No",171,137,3,2
"Resort Hotel","0",0,2016,"March",12,16,0,2,1,0,0,"BB","NULL","Complementary","Direct","0",0,0,"A","E",1,"No Deposit","0","0",0,"Transient",0,0,0,"Check-Out",2016-03-18,"No","No",0,0,2,0
"Resort Hotel","0",0,2017,"June",23,5,1,1,1,0,0,"BB","PRT","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","0","47",0,"Transient",75,0,0,"Check-Out",2017-06-07,"Yes","No",75,0,1,1
"Resort Hotel","0",105,2015,"December",53,29,0,3,2,0,0,"HB","NULL","Direct","Direct","0",0,1,"E","E",0,"No Deposit","0","0",0,"Transient",70.15,0,2,"Check-Out",2016-01-01,"No","No",70.15,105,3,0
"Resort Hotel","0",105,2015,"December",53,29,0,3,2,0,0,"HB","PRT","Direct","Direct","0",0,1,"E","E",0,"No Deposit","0","0",0,"Transient",169.48,1,2,"Check-Out",2016-01-01,"No","No",169.48,105,3,0
"Resort Hotel","0",52,2016,"March",13,25,1,2,2,0,0,"BB","NULL","Direct","Direct","0",0,3,"E","E",0,"No Deposit","250","0",0,"Transient",93.67,1,2,"Check-Out",2016-03-28,"No","Yes",93.67,52,2,1
"Resort Hotel","0",81,2016,"December",53,31,1,1,2,0,0,"BB","NULL","Direct","Direct","0",0,4,"E","E",0,"No Deposit","0","0",0,"Transient",217.5,1,2,"Check-Out",2017-01-02,"No","No",217.5,81,1,1
"Resort Hotel","0",89,2017,"April",15,15,1,1,2,0,0,"BB","PRT","Direct","Direct","0",0,5,"E","E",0,"No Deposit","0","0",0,"Transient",90,1,2,"Check-Out",2017-04-17,"No","No",90,89,1,1
"Resort Hotel","0",1,2016,"April",15,7,0,1,1,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","D",0,"No Deposit","240","0",0,"Transient",56,0,1,"Check-Out",2016-04-08,"No","Yes",56,1,1,0
"Resort Hotel","1",33,2015,"November",45,1,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",0,1,"A","A",0,"No Deposit","0","94",0,"Transient",25,0,0,"No-Show",2015-11-01,"Yes","No",25,33,0,1
"Resort Hotel","0",5,2015,"November",48,25,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,1,"A","A",0,"No Deposit","0","94",0,"Transient",25,0,0,"Check-Out",2015-11-26,"Yes","No",25,5,1,0
"Resort Hotel","0",0,2015,"December",52,22,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,2,"A","A",0,"No Deposit","0","94",0,"Transient",25,0,0,"Check-Out",2015-12-23,"Yes","No",25,0,1,0
"Resort Hotel","0",7,2016,"January",4,18,1,3,1,0,0,"BB","PRT","Corporate","Corporate","0",1,3,"A","A",0,"No Deposit","0","94",0,"Transient",27,0,0,"Check-Out",2016-01-22,"Yes","No",27,7,3,1
"Resort Hotel","0",5,2016,"April",15,5,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",1,4,"A","D",0,"No Deposit","0","94",0,"Transient",39,0,0,"Check-Out",2016-04-07,"Yes","No",39,5,2,0
"Resort Hotel","0",78,2015,"August",31,1,1,1,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"F","F",1,"No Deposit","0","0",0,"Transient",150,1,2,"Check-Out",2015-08-03,"No","No",150,78,1,1
"Resort Hotel","0",110,2016,"August",32,2,3,10,2,0,0,"BB","PRT","Direct","Direct","0",0,1,"E","F",1,"No Deposit","0","0",0,"Transient",196,1,3,"Check-Out",2016-08-15,"No","No",196,110,10,3
"Resort Hotel","0",134,2017,"August",31,1,2,10,2,0,0,"BB","PRT","Direct","Direct","0",0,2,"F","F",0,"No Deposit","250","0",0,"Transient",223.5,1,4,"Check-Out",2017-08-13,"No","Yes",223.5,134,10,2
"Resort Hotel","0",73,2017,"July",29,21,2,6,2,1,0,"BB","PRT","Offline TA/TO","TA/TO","0",0,0,"D","D",2,"No Deposit","181","0",0,"Transient",203.75,1,0,"Check-Out",2017-07-29,"No","Yes",203.75,73,6,2
"Resort Hotel","0",9,2015,"August",35,24,1,3,2,0,0,"HB","PRT","Direct","Direct","0",0,0,"G","G",2,"No Deposit","0","0",0,"Transient",205,0,0,"Check-Out",2015-08-28,"No","No",205,9,3,1
"Resort Hotel","1",92,2016,"July",29,16,4,6,2,0,0,"HB","PRT","Direct","Direct","0",1,1,"E","E",0,"No Deposit","0","0",0,"Transient",195,0,0,"Canceled",2016-06-15,"No","No",195,92,6,4
"Resort Hotel","0",1,2015,"November",48,25,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",0,1,"A","D",0,"No Deposit","0","120",0,"Transient",44,1,0,"Check-Out",2015-11-27,"Yes","No",44,1,2,0
"Resort Hotel","0",5,2016,"February",9,23,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",0,2,"A","D",1,"No Deposit","0","120",0,"Transient",46,1,0,"Check-Out",2016-02-25,"Yes","No",46,5,2,0
"Resort Hotel","0",0,2016,"April",16,12,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",0,3,"A","C",1,"No Deposit","0","120",0,"Transient",62,1,0,"Check-Out",2016-04-14,"Yes","No",62,0,2,0
"Resort Hotel","0",6,2016,"January",4,20,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,0,"A","D",0,"No Deposit","0","94",0,"Transient",27,1,0,"Check-Out",2016-01-21,"Yes","No",27,6,1,0
"Resort Hotel","0",4,2016,"January",5,26,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",0,1,"A","D",0,"No Deposit","0","94",0,"Transient",33,1,0,"Check-Out",2016-01-28,"Yes","No",33,4,2,0
"Resort Hotel","0",6,2016,"April",15,6,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",0,2,"A","D",0,"No Deposit","0","94",0,"Transient",42,1,0,"Check-Out",2016-04-08,"Yes","No",42,6,2,0
"Resort Hotel","0",7,2016,"October",41,3,1,1,2,0,0,"BB","NULL","Corporate","Corporate","0",0,0,"A","D",0,"No Deposit","0","42",0,"Transient",50,0,0,"Check-Out",2016-10-05,"Yes","No",50,7,1,1
"Resort Hotel","0",0,2016,"November",46,7,1,1,1,0,0,"BB","NULL","Direct","Direct","0",0,0,"E","E",0,"No Deposit","0","0",0,"Transient",72,1,1,"Check-Out",2016-11-09,"No","No",72,0,1,1
"Resort Hotel","0",12,2015,"September",37,9,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,1,"A","A",0,"No Deposit","0","82",0,"Transient",134,0,0,"Check-Out",2015-09-10,"Yes","No",134,12,1,0
"Resort Hotel","0",8,2016,"February",6,4,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,2,"A","D",0,"No Deposit","0","82",0,"Transient",30,0,0,"Check-Out",2016-02-05,"Yes","No",30,8,1,0
"Resort Hotel","1",27,2016,"April",17,20,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",0,3,"A","A",0,"No Deposit","0","82",0,"Transient",42,0,0,"Canceled",2016-04-20,"Yes","No",42,27,2,0
"Resort Hotel","0",16,2016,"May",21,19,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",1,3,"A","A",0,"No Deposit","0","82",0,"Transient",42,0,0,"Check-Out",2016-05-20,"Yes","No",42,16,1,0
"Resort Hotel","0",20,2016,"September",38,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",1,4,"A","E",0,"No Deposit","0","82",0,"Transient",126,0,0,"Check-Out",2016-09-13,"Yes","No",126,20,0,1
"Resort Hotel","0",1,2016,"November",46,10,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,5,"A","G",0,"No Deposit","0","82",0,"Transient",30,0,0,"Check-Out",2016-11-11,"Yes","No",30,1,1,0
"Resort Hotel","0",3,2017,"January",5,29,2,0,2,0,0,"BB","PRT","Corporate","Corporate","0",1,6,"A","A",4,"No Deposit","0","82",0,"Transient",5,0,0,"Check-Out",2017-01-31,"Yes","No",5,3,0,2
"Resort Hotel","0",19,2017,"March",11,13,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",1,7,"A","D",0,"No Deposit","0","82",0,"Transient",35,0,0,"Check-Out",2017-03-14,"Yes","No",35,19,0,1
"Resort Hotel","0",26,2017,"April",16,17,1,0,1,0,0,"BB","PRT","Corporate","Corporate","0",1,8,"A","A",0,"No Deposit","0","82",0,"Transient",45,0,0,"Check-Out",2017-04-18,"Yes","No",45,26,0,1
"Resort Hotel","0",0,2016,"January",4,18,1,0,2,0,0,"BB","NULL","Direct","Direct","0",0,0,"A","D",0,"No Deposit","0","0",0,"Transient",44,0,0,"Check-Out",2016-01-19,"No","No",44,0,0,1
"Resort Hotel","0",0,2017,"January",3,16,1,0,2,0,0,"BB","NULL","Direct","Direct","0",0,1,"A","F",0,"No Deposit","250","0",0,"Transient",56,0,1,"Check-Out",2017-01-17,"No","Yes",56,0,0,1
"Resort Hotel","0",2,2015,"July",30,21,0,2,2,0,0,"BB","NULL","Direct","Direct","0",0,1,"G","G",0,"No Deposit","0","0",0,"Transient",50,1,0,"Check-Out",2015-07-23,"No","No",50,2,2,0
"Resort Hotel","0",1,2016,"January",5,29,0,2,1,0,0,"BB","NULL","Direct","Direct","0",0,2,"G","G",1,"No Deposit","0","0",0,"Transient",50,1,0,"Check-Out",2016-01-31,"No","No",50,1,2,0
"Resort Hotel","0",1,2016,"June",25,17,1,2,1,0,0,"BB","NULL","Direct","Direct","0",0,3,"A","A",0,"No Deposit","0","0",0,"Transient",50,1,1,"Check-Out",2016-06-20,"No","No",50,1,2,1
"Resort Hotel","0",0,2016,"November",47,18,0,2,2,0,0,"BB","NULL","Direct","Direct","0",0,4,"D","G",0,"No Deposit","0","0",0,"Transient",60,1,3,"Check-Out",2016-11-20,"No","No",60,0,2,0
"Resort Hotel","0",8,2017,"March",12,24,0,2,1,0,0,"BB","NULL","Direct","Direct","0",0,5,"F","H",0,"No Deposit","0","0",0,"Transient",50,1,3,"Check-Out",2017-03-26,"No","No",50,8,2,0
"Resort Hotel","0",5,2017,"July",30,24,3,5,1,0,0,"SC","ESP","Direct","Direct","0",0,6,"F","I",3,"No Deposit","0","0",0,"Transient",0,1,3,"Check-Out",2017-08-01,"No","No",0,5,5,3
"Resort Hotel","0",3,2015,"September",40,29,0,1,1,0,0,"BB","NULL","Direct","Direct","0",0,2,"A","H",0,"No Deposit","0","0",0,"Transient",71,1,0,"Check-Out",2015-09-30,"No","No",71,3,1,0
"Resort Hotel","0",2,2016,"April",15,6,0,1,2,0,0,"BB","PRT","Direct","Direct","0",0,3,"A","D",0,"No Deposit","0","0",0,"Transient",56.4,1,0,"Check-Out",2016-04-07,"No","No",56.4,2,1,0
"Resort Hotel","0",39,2016,"July",29,12,0,1,2,0,0,"BB","PRT","Offline TA/TO","Direct","0",0,4,"A","C",1,"No Deposit","126","0",0,"Transient",132,1,0,"Check-Out",2016-07-13,"No","Yes",132,39,1,0
"Resort Hotel","0",1,2016,"September",39,20,0,1,1,0,0,"BB","PRT","Online TA","Direct","0",0,5,"A","A",0,"No Deposit","314","0",0,"Transient",90.8,1,0,"Check-Out",2016-09-21,"No","Yes",90.8,1,1,0
"Resort Hotel","1",3,2015,"September",40,28,1,0,1,0,0,"BB","NULL","Corporate","Corporate","0",0,1,"A","A",1,"No Deposit","0","81",0,"Transient",75,0,2,"Canceled",2015-09-28,"Yes","No",75,3,0,1
"Resort Hotel","0",0,2015,"September",40,30,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",1,1,"A","F",1,"No Deposit","0","81",0,"Transient",48,1,2,"Check-Out",2015-10-02,"Yes","No",48,0,2,0
"Resort Hotel","0",2,2015,"November",45,5,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,2,"A","E",2,"No Deposit","0","81",0,"Transient",46,1,2,"Check-Out",2015-11-06,"Yes","No",46,2,1,0
"Resort Hotel","0",1,2016,"January",5,26,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,3,"A","E",1,"No Deposit","0","81",0,"Transient",45,1,2,"Check-Out",2016-01-27,"Yes","No",45,1,1,0
"Resort Hotel","0",0,2016,"March",11,8,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,4,"A","E",1,"No Deposit","0","81",0,"Transient",33,1,2,"Check-Out",2016-03-09,"Yes","No",33,0,1,0
"Resort Hotel","0",0,2016,"April",15,5,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",1,5,"A","E",1,"No Deposit","0","81",0,"Transient",45,1,2,"Check-Out",2016-04-07,"Yes","No",45,0,2,0
"Resort Hotel","0",2,2016,"June",23,1,0,1,2,0,0,"BB","PRT","Corporate","Corporate","0",1,6,"A","C",0,"No Deposit","0","81",0,"Transient",71,1,2,"Check-Out",2016-06-02,"Yes","No",71,2,1,0
"Resort Hotel","0",20,2016,"September",40,27,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,7,"A","A",0,"No Deposit","0","81",0,"Transient",68,1,2,"Check-Out",2016-09-28,"Yes","No",68,20,1,0
"Resort Hotel","0",2,2016,"November",46,9,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,8,"A","H",0,"No Deposit","0","81",0,"Transient",33,1,2,"Check-Out",2016-11-10,"Yes","No",33,2,1,0
"Resort Hotel","0",0,2016,"December",51,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,9,"A","D",1,"No Deposit","0","81",0,"Transient",33,1,2,"Check-Out",2016-12-15,"Yes","No",33,0,1,0
"Resort Hotel","0",0,2017,"February",5,1,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,10,"A","E",1,"No Deposit","0","81",0,"Transient",47,1,2,"Check-Out",2017-02-02,"Yes","No",47,0,1,0
"Resort Hotel","0",0,2017,"March",11,14,0,1,2,0,0,"BB","PRT","Corporate","Corporate","0",1,11,"A","G",1,"No Deposit","0","81",0,"Transient",55,1,2,"Check-Out",2017-03-15,"Yes","No",55,0,1,0
"Resort Hotel","0",5,2017,"May",22,30,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",1,12,"A","D",1,"No Deposit","0","81",0,"Transient",45,1,2,"Check-Out",2017-05-31,"Yes","No",45,5,1,0
"Resort Hotel","0",0,2016,"February",8,17,0,1,1,0,0,"BB","NULL","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",40,0,0,"Check-Out",2016-02-18,"No","No",40,0,1,0
"Resort Hotel","0",5,2017,"June",25,19,1,1,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",139,1,2,"Check-Out",2017-06-21,"No","No",139,5,1,1
"Resort Hotel","0",0,2017,"January",4,23,1,1,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"E","E",0,"No Deposit","0","0",0,"Transient",60,0,0,"Check-Out",2017-01-25,"No","No",60,0,1,1
"Resort Hotel","0",16,2016,"September",37,9,2,4,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"F","F",0,"No Deposit","250","0",0,"Transient",152.1,0,0,"Check-Out",2016-09-15,"No","Yes",152.1,16,4,2
"Resort Hotel","0",131,2016,"July",28,9,3,6,2,1,0,"BB","NULL","Direct","Direct","0",0,0,"C","I",0,"No Deposit","0","0",0,"Transient",0,1,0,"Check-Out",2016-07-18,"No","No",0,131,6,3
"Resort Hotel","0",2,2016,"March",11,10,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,1,"A","A",0,"No Deposit","146","0",0,"Transient",42,1,0,"Check-Out",2016-03-11,"No","Yes",42,2,1,0
"Resort Hotel","0",7,2017,"January",2,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",0,2,"A","A",0,"No Deposit","0","116",0,"Transient",38,1,0,"Check-Out",2017-01-13,"Yes","No",38,7,1,0
"Resort Hotel","0",5,2017,"March",13,29,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",0,3,"A","A",0,"No Deposit","0","116",0,"Transient",35,1,0,"Check-Out",2017-03-30,"Yes","No",35,5,1,0
"Resort Hotel","0",3,2017,"June",22,1,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",0,4,"A","A",0,"No Deposit","0","116",0,"Transient",75,1,0,"Check-Out",2017-06-02,"Yes","No",75,3,1,0
"Resort Hotel","0",2,2017,"April",16,20,0,1,1,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","D",0,"No Deposit","0","530",0,"Transient",72,1,0,"Check-Out",2017-04-21,"Yes","No",72,2,1,0
"Resort Hotel","0",10,2017,"May",20,15,1,1,1,0,0,"BB","PRT","Corporate","Direct","0",0,1,"A","D",0,"No Deposit","0","530",0,"Transient",63.5,1,0,"Check-Out",2017-05-17,"Yes","No",63.5,10,1,1
"Resort Hotel","1",8,2017,"July",28,11,0,2,1,0,0,"BB","PRT","Corporate","Direct","0",1,2,"A","A",0,"No Deposit","0","530",0,"Transient",142,0,0,"Canceled",2017-07-04,"Yes","No",142,8,2,0
"Resort Hotel","0",1,2015,"November",45,3,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",0,1,"A","A",0,"No Deposit","0","103",0,"Transient",35,0,0,"Check-Out",2015-11-05,"Yes","No",35,1,2,0
"Resort Hotel","0",0,2016,"February",8,16,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,2,"A","D",1,"No Deposit","0","103",0,"Transient",30,0,0,"Check-Out",2016-02-17,"Yes","No",30,0,1,0
"Resort Hotel","0",0,2016,"April",18,26,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",0,3,"A","D",0,"No Deposit","0","103",0,"Transient",42,0,0,"Check-Out",2016-04-28,"Yes","No",42,0,2,0
"Resort Hotel","0",1,2016,"July",30,19,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",0,4,"A","A",0,"No Deposit","0","103",0,"Transient",126,0,0,"Check-Out",2016-07-21,"Yes","No",126,1,2,0
"Resort Hotel","0",1,2016,"November",46,8,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",0,5,"A","C",0,"No Deposit","0","103",0,"Transient",30,0,0,"Check-Out",2016-11-10,"Yes","No",30,1,2,0
"Resort Hotel","0",0,2017,"February",8,20,1,1,1,0,0,"BB","PRT","Corporate","Corporate","0",0,6,"A","D",0,"No Deposit","0","103",0,"Transient",35,0,0,"Check-Out",2017-02-22,"Yes","No",35,0,1,1
"Resort Hotel","0",0,2017,"April",17,26,0,2,1,0,0,"BB","PRT","Corporate","Corporate","0",0,7,"A","A",0,"No Deposit","0","103",0,"Transient",45,0,0,"Check-Out",2017-04-28,"Yes","No",45,0,2,0
"Resort Hotel","0",6,2017,"July",30,26,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",0,8,"A","D",0,"No Deposit","0","103",0,"Transient",135,0,0,"Check-Out",2017-07-27,"Yes","No",135,6,1,0
"Resort Hotel","0",236,2017,"June",25,23,4,10,2,0,0,"BB","PRT","Online TA","TA/TO","0",0,0,"E","E",0,"No Deposit","240","0",0,"Transient",138,1,2,"Check-Out",2017-07-07,"No","Yes",138,236,10,4
"Resort Hotel","0",66,2015,"September",39,25,4,8,1,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",3,"No Deposit","0","0",0,"Transient",53,1,1,"Check-Out",2015-10-07,"No","No",53,66,8,4
"Resort Hotel","0",112,2016,"September",39,19,5,10,1,0,0,"BB","PRT","Direct","Direct","0",0,1,"A","A",0,"No Deposit","0","0",0,"Transient",56,1,1,"Check-Out",2016-10-04,"No","No",56,112,10,4
"Resort Hotel","0",134,2017,"April",15,13,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO","0",0,0,"D","D",1,"No Deposit","3","0",0,"Transient-Party",82.8,0,2,"Check-Out",2017-04-16,"No","Yes",82.8,134,3,0
"Resort Hotel","0",151,2015,"July",31,31,2,7,2,0,0,"BB","NULL","Direct","Direct","0",0,0,"G","F",0,"No Deposit","0","0",0,"Transient",171.2,1,0,"Check-Out",2015-08-09,"No","No",171.2,151,7,2
"Resort Hotel","0",89,2015,"August",35,29,2,2,2,0,0,"BB","PRT","Direct","Direct","0",0,1,"G","G",1,"No Deposit","0","0",0,"Transient",161,1,0,"Check-Out",2015-09-02,"No","No",161,89,2,2
"Resort Hotel","0",136,2016,"July",31,29,2,7,2,0,0,"BB","PRT","Direct","Direct","0",0,2,"E","E",0,"No Deposit","0","0",0,"Transient",188,1,2,"Check-Out",2016-08-07,"No","No",188,136,7,2
"Resort Hotel","0",172,2016,"September",36,3,2,2,2,0,0,"BB","PRT","Direct","Direct","0",0,3,"G","G",0,"No Deposit","0","0",0,"Transient",179,1,1,"Check-Out",2016-09-07,"No","No",179,172,2,2
"Resort Hotel","0",157,2017,"July",30,28,2,7,2,0,0,"BB","PRT","Direct","Direct","0",0,4,"E","E",0,"No Deposit","0","0",0,"Transient",209.4,1,4,"Check-Out",2017-08-06,"No","No",209.4,157,7,2
"Resort Hotel","0",2,2016,"February",6,6,2,1,2,1,0,"BB","PRT","Online TA","TA/TO","0",0,0,"A","C",1,"No Deposit","240","0",0,"Transient",63,0,1,"Check-Out",2016-02-09,"No","Yes",63,2,1,2
"Resort Hotel","0",6,2016,"April",17,20,0,2,1,0,0,"BB","PRT","Complementary","TA/TO","1",0,1,"E","E",0,"No Deposit","5","0",0,"Transient",0,1,0,"Check-Out",2016-04-22,"No","Yes",0,6,2,0
"Resort Hotel","0",245,2015,"September",36,3,4,12,2,0,0,"BB","GBR","Direct","Direct","0",0,1,"E","E",0,"No Deposit","0","0",0,"Transient",70,0,0,"Check-Out",2015-09-19,"No","No",70,245,10,4
"Resort Hotel","0",11,2016,"November",47,15,0,1,1,0,0,"BB","NULL","Online TA","TA/TO","0",0,0,"A","A",0,"No Deposit","314","0",0,"Transient",34.4,0,0,"Check-Out",2016-11-16,"No","Yes",34.4,11,1,0
"Resort Hotel","0",0,2016,"February",8,18,0,1,1,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","0","0",0,"Transient",43,1,0,"Check-Out",2016-02-19,"No","No",43,0,1,0
"Resort Hotel","0",0,2016,"December",51,15,0,1,1,0,0,"BB","PRT","Online TA","Direct","0",0,1,"A","A",0,"No Deposit","240","0",0,"Transient",43,1,0,"Check-Out",2016-12-16,"No","Yes",43,0,1,0
"Resort Hotel","0",122,2016,"July",28,9,3,6,1,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","250","0",0,"Transient",133,0,3,"Check-Out",2016-07-18,"No","Yes",133,122,6,3
"Resort Hotel","0",12,2017,"July",26,1,1,1,2,0,0,"BB","PRT","Direct","Direct","0",0,0,"A","A",0,"No Deposit","250","0",0,"Transient",169,1,1,"Check-Out",2017-07-03,"No","Yes",169,12,1,1
"Resort Hotel","0",7,2015,"July",29,14,0,1,1,0,0,"BB","NULL","Direct","Direct","0",0,1,"A","A",0,"No Deposit","0","0",0,"Transient",4,0,1,"Check-Out",2015-07-15,"No","No",4,7,1,0
"Resort Hotel","0",8,2015,"November",48,25,0,1,1,0,0,"BB","NULL","Direct","Direct","0",0,2,"A","D",0,"No Deposit","0","204",0,"Transient",35,0,1,"Check-Out",2015-11-26,"Yes","No",35,8,1,0
"Resort Hotel","0",2,2016,"November",46,9,0,1,1,0,0,"BB","PRT","Corporate","Direct","0",0,3,"A","G",0,"No Deposit","0","0",0,"Transient",35,0,1,"Check-Out",2016-11-10,"No","No",35,2,1,0
"Resort Hotel","0",1,2017,"March",13,28,0,2,1,0,0,"BB","NULL","Corporate","Corporate","0",0,0,"A","A",0,"No Deposit","0","112",0,"Transient",35,0,0,"Check-Out",2017-03-30,"Yes","No",35,1,2,0
"Resort Hotel","0",0,2015,"October",42,14,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,1,"A","D",0,"No Deposit","0","135",0,"Transient",48,1,1,"Check-Out",2015-10-15,"Yes","No",48,0,1,0
"Resort Hotel","1",1,2015,"October",43,20,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",0,2,"A","E",0,"No Deposit","0","135",0,"Transient",48,0,1,"Canceled",2015-10-20,"Yes","No",48,1,1,0
"Resort Hotel","1",0,2015,"October",43,24,0,1,2,0,0,"BB","NULL","Corporate","Corporate","0",1,2,"A","A",0,"No Deposit","0","135",0,"Transient",53,0,2,"No-Show",2015-10-24,"Yes","No",53,0,1,0
"Resort Hotel","0",4,2015,"October",44,30,0,2,2,0,0,"BB","NULL","Corporate","Corporate","0",2,2,"A","E",1,"No Deposit","0","135",0,"Transient",40,1,2,"Check-Out",2015-11-01,"Yes","No",40,4,2,0
"Resort Hotel","0",0,2015,"December",51,15,0,1,1,0,0,"BB","NULL","Corporate","Corporate","0",2,3,"A","A",0,"No Deposit","0","135",0,"Transient",35,0,2,"Check-Out",2015-12-16,"Yes","No",35,0,1,0
"Resort Hotel","0",1,2016,"January",4,19,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",2,4,"A","E",0,"No Deposit","0","135",0,"Transient",30,0,2,"Check-Out",2016-01-20,"Yes","No",30,1,1,0
"Resort Hotel","0",0,2016,"June",26,20,1,1,1,0,0,"BB","PRT","Corporate","Corporate","0",2,5,"A","D",0,"No Deposit","0","135",0,"Transient",63,1,2,"Check-Out",2016-06-22,"Yes","No",63,0,1,1
"Resort Hotel","0",1,2016,"November",46,9,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",2,6,"A","H",0,"No Deposit","0","135",0,"Transient",30,1,2,"Check-Out",2016-11-10,"Yes","No",30,1,1,0
"Resort Hotel","0",6,2017,"January",4,24,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",2,7,"A","E",0,"No Deposit","0","135",0,"Transient",38.5,1,2,"Check-Out",2017-01-25,"Yes","No",38.5,6,1,0
"Resort Hotel","0",0,2017,"February",7,13,1,2,1,0,0,"BB","PRT","Corporate","Corporate","0",2,8,"A","E",1,"No Deposit","0","135",0,"Transient",35,1,2,"Check-Out",2017-02-16,"Yes","No",35,0,2,1
"Resort Hotel","0",0,2017,"February",8,21,0,1,1,0,0,"BB","PRT","Corporate","Corporate","0",2,9,"A","D",0,"No Deposit","0","135",0,"Transient",35,1,2,"Check-Out",2017-02-22,"Yes","No",35,0,1,0
